日期编号,订单编号,上车站序,上车站点名称,上车时间,下车站序,下车站点名称,下车时间
1,348,1,AB,16501,5,AF,17170
1,2417,1,AB,16501,9,AJ,18010
1,1344,1,AB,16501,45,BT,21744
1,1530,34,BI,16501,43,BR,17873
1,1094,19,AT,16621,46,BU,19563
1,1458,19,AT,16621,41,BP,18922
1,1789,11,AL,16621,29,BD,18525
1,251,11,AL,16621,38,BM,19677
1,2115,11,AL,16621,29,BD,18523
1,1919,43,BR,16621,44,BS,16770
1,126,4,AE,16621,17,AR,18402
1,1993,15,AP,16741,18,AS,16894
1,269,2,AC,16741,15,AP,18584
1,81,2,AC,16741,34,BI,20358
1,2334,2,AC,16741,13,AN,18572
1,840,5,AF,16741,7,AH,17017
1,978,6,AG,16801,8,AI,17112
1,1909,6,AG,16801,8,AI,17105
1,1710,20,AU,16801,46,BU,19651
1,2076,6,AG,16801,8,AI,17114
1,764,2,AC,16801,42,BQ,21480
1,2327,7,AH,16861,28,BC,18954
1,1589,3,AD,16861,19,AT,18934
1,2721,3,AD,16861,19,AT,18940
1,1106,3,AD,16861,19,AT,18993
1,1158,3,AD,16921,19,AT,18999
1,205,9,AJ,16921,43,BR,20802
1,861,21,AV,16921,30,BE,17701
1,1178,9,AJ,16921,43,BR,20794
1,1573,9,AJ,16921,43,BR,20807
1,1964,10,AK,17041,43,BR,20709
1,1263,7,AH,17041,44,BS,21154
1,1752,10,AK,17041,43,BR,20695
1,1108,7,AH,17041,44,BS,21160
1,111,22,AW,17041,30,BE,17589
1,2572,23,AX,17101,42,BQ,19165
1,1037,12,AM,17101,43,BR,20261
1,2267,12,AM,17101,43,BR,20256
1,342,1,AB,17161,46,BU,21765
1,444,1,AB,17161,8,AI,18067
1,2456,1,AB,17161,43,BR,21585
1,1296,1,AB,17161,43,BR,21592
1,2708,11,AL,17221,12,AM,17572
1,1668,5,AF,17221,7,AH,17790
1,417,11,AL,17221,34,BI,19534
1,402,8,AI,17221,24,AY,19196
1,2296,11,AL,17221,35,BJ,19598
1,2504,11,AL,17221,12,AM,17575
1,377,5,AF,17221,39,BN,20862
1,844,8,AI,17221,24,AY,19200
1,107,5,AF,17221,34,BI,20333
1,2109,9,AJ,17221,10,AK,17371
1,157,5,AF,17221,39,BN,20861
1,1335,26,BA,17281,43,BR,19398
1,2543,2,AC,17341,46,BU,21842
1,174,2,AC,17341,4,AE,17606
1,727,38,BM,17341,46,BU,18389
1,1071,2,AC,17341,4,AE,17540
1,1215,38,BM,17341,46,BU,18382
1,1618,24,AY,17521,31,BF,18345
1,2529,11,AL,17581,22,AW,18947
1,2329,11,AL,17581,23,AX,18973
1,1883,11,AL,17581,22,AW,18951
1,1871,11,AL,17581,44,BS,21162
1,1479,11,AL,17581,23,AX,18979
1,2321,5,AF,17641,8,AI,18072
1,2005,5,AF,17641,20,AU,19151
1,335,5,AF,17641,8,AI,18071
1,189,1,AB,17641,37,BL,21970
1,2112,5,AF,17641,20,AU,19148
1,82,5,AF,17641,8,AI,18113
1,2437,1,AB,17641,37,BL,21958
1,1053,15,AP,17701,48,BW,21354
1,2517,7,AH,17761,47,BV,21941
1,1422,7,AH,17761,16,AQ,18888
1,1849,31,BF,17761,34,BI,18009
1,572,31,BF,17761,34,BI,18035
1,921,7,AH,17761,47,BV,21938
1,311,7,AH,17821,47,BV,21936
1,2546,2,AC,17881,44,BS,22948
1,1831,2,AC,17881,44,BS,22946
1,2217,43,BR,17881,46,BU,18323
1,1379,2,AC,17881,19,AT,20063
1,636,2,AC,17881,41,BP,22437
1,460,2,AC,17881,19,AT,20059
1,1423,7,AH,17941,10,AK,18271
1,1369,7,AH,17941,10,AK,18293
1,346,3,AD,18001,5,AF,18203
1,1811,18,AS,18001,47,BV,21117
1,399,3,AD,18001,5,AF,18205
1,1981,25,AZ,18061,29,BD,18629
1,2558,8,AI,18061,34,BI,20445
1,2335,34,BI,18061,37,BL,18407
1,1515,11,AL,18121,24,AY,19391
1,1412,11,AL,18121,33,BH,20229
1,1078,11,AL,18121,34,BI,20251
1,1971,11,AL,18121,24,AY,19404
1,2689,11,AL,18121,26,BA,19780
1,510,11,AL,18121,24,AY,19398
1,1028,11,AL,18121,33,BH,20225
1,2070,11,AL,18121,34,BI,20356
1,1368,25,AZ,18121,29,BD,18635
1,603,1,AB,18181,20,AU,20897
1,1580,5,AF,18241,21,AV,20186
1,1897,5,AF,18241,10,AK,19022
1,2433,5,AF,18241,42,BQ,22567
1,1936,10,AK,18301,41,BP,21350
1,2249,10,AK,18301,48,BW,22119
1,1135,10,AK,18301,41,BP,21348
1,515,6,AG,18361,30,BE,21042
1,2742,6,AG,18361,30,BE,21014
1,1234,23,AX,18361,44,BS,20886
1,1846,10,AK,18361,46,BU,21871
1,2304,6,AG,18361,30,BE,21033
1,2682,2,AC,18421,4,AE,18584
1,88,2,AC,18421,7,AH,19228
1,1185,2,AC,18421,42,BQ,23350
1,1892,2,AC,18421,4,AE,18583
1,1180,11,AL,18421,42,BQ,21239
1,430,2,AC,18421,7,AH,19287
1,1801,10,AK,18421,22,AW,19339
1,1026,43,BR,18481,45,BT,18577
1,1673,25,AZ,18481,26,BA,18820
1,561,7,AH,18481,27,BB,20805
1,381,7,AH,18541,21,AV,20220
1,893,7,AH,18541,44,BS,22951
1,28,4,AE,18661,44,BS,23583
1,454,4,AE,18661,19,AT,20851
1,2699,8,AI,18661,43,BR,22797
1,1830,4,AE,18661,12,AM,20002
1,261,4,AE,18661,30,BE,21916
1,2419,4,AE,18661,38,BM,22892
1,497,4,AE,18661,19,AT,20855
1,183,8,AI,18721,26,BA,20692
1,1582,8,AI,18721,12,AM,19388
1,1648,8,AI,18721,12,AM,19385
1,1867,8,AI,18721,48,BW,23512
1,2737,8,AI,18721,48,BW,23511
1,1913,8,AI,18721,12,AM,19381
1,2678,5,AF,18841,43,BR,23532
1,14,5,AF,18841,23,AX,21221
1,914,15,AP,18841,43,BR,21598
1,583,5,AF,18841,19,AT,20810
1,1855,5,AF,18841,43,BR,23537
1,1720,15,AP,18841,43,BR,21591
1,480,5,AF,18841,8,AI,19460
1,2062,5,AF,18841,43,BR,23541
1,487,22,AW,18901,28,BC,19488
1,2506,6,AG,18961,41,BP,23334
1,136,10,AK,18961,29,BD,20951
1,888,47,BV,19021,48,BW,19056
1,2521,11,AL,19141,19,AT,19990
1,178,7,AH,19201,35,BJ,22433
1,2731,2,AC,19381,34,BI,23343
1,2338,2,AC,19381,44,BS,24617
1,1049,2,AC,19381,17,AR,21721
1,2609,2,AC,19381,34,BI,23333
1,2389,2,AC,19381,12,AM,21278
1,2613,12,AM,19381,26,BA,20754
1,1931,2,AC,19381,7,AH,20031
1,2519,2,AC,19381,44,BS,24598
1,1751,8,AI,19441,18,AS,20754
1,836,8,AI,19441,18,AS,20760
1,2142,2,AC,19441,32,BG,23200
1,466,2,AC,19441,4,AE,19644
1,149,8,AI,19441,19,AT,20818
1,154,2,AC,19441,4,AE,19646
1,1279,15,AP,19681,34,BI,21507
1,704,5,AF,19741,8,AI,20264
1,876,5,AF,19741,12,AM,21164
1,62,5,AF,19801,7,AH,20043
1,682,5,AF,19801,18,AS,21797
1,1658,5,AF,19801,8,AI,20358
1,1211,5,AF,19801,7,AH,19984
1,1870,5,AF,19801,7,AH,20048
1,768,10,AK,19801,46,BU,23826
1,553,5,AF,19801,8,AI,20425
1,2692,10,AK,19801,18,AS,20763
1,1574,10,AK,19801,18,AS,20758
1,1374,39,BN,19861,44,BS,20571
1,458,39,BN,19861,43,BR,20240
1,431,11,AL,19921,30,BE,21889
1,1616,11,AL,19921,36,BK,22530
1,1529,11,AL,19921,30,BE,21887
1,571,6,AG,19921,44,BS,24559
1,1235,7,AH,19921,44,BS,24558
1,252,38,BM,20041,48,BW,21336
1,1331,30,BE,20041,48,BW,22106
1,424,30,BE,20041,48,BW,22103
1,1120,31,BF,20161,37,BL,20797
1,2181,2,AC,20161,34,BI,23710
1,3,2,AC,20161,4,AE,20415
1,754,12,AM,20221,31,BF,22024
1,172,7,AH,20221,47,BV,24817
1,2057,12,AM,20221,29,BD,21820
1,1251,4,AE,20401,8,AI,20972
1,2472,34,BI,20401,36,BK,20620
1,622,8,AI,20401,34,BI,23289
1,1709,4,AE,20461,9,AJ,21199
1,1376,15,AP,20461,45,BT,23717
1,482,5,AF,20521,11,AL,21522
1,2573,5,AF,20521,11,AL,21525
1,470,25,AZ,20581,35,BJ,21637
1,1550,1,AB,20581,48,BW,25813
1,150,1,AB,20581,47,BV,25565
1,807,6,AG,20641,36,BK,23879
1,59,43,BR,20761,48,BW,21287
1,2155,2,AC,20821,4,AE,21017
1,357,2,AC,20821,36,BK,24330
1,738,10,AK,20821,44,BS,24510
1,1932,2,AC,20821,36,BK,24340
1,1730,44,BS,20821,46,BU,21030
1,873,2,AC,20821,42,BQ,25110
1,795,28,BC,20881,46,BU,23099
1,712,7,AH,20881,12,AM,21566
1,2536,3,AD,20881,5,AF,21076
1,557,7,AH,20881,12,AM,21696
1,1212,7,AH,20881,34,BI,23702
1,1661,7,AH,20881,12,AM,21721
1,691,3,AD,20941,19,AT,22778
1,286,11,AL,21001,31,BF,23053
1,2598,11,AL,21001,31,BF,22931
1,1362,8,AI,21061,34,BI,23716
1,2146,8,AI,21061,31,BF,23218
1,2365,8,AI,21061,18,AS,22151
1,2648,8,AI,21061,34,BI,23721
1,2485,4,AE,21061,31,BF,23829
1,1302,8,AI,21061,12,AM,21686
1,1152,8,AI,21061,12,AM,21557
1,1708,8,AI,21061,18,AS,22137
1,591,4,AE,21061,31,BF,23833
1,1188,8,AI,21061,11,AL,21493
1,1012,41,BP,21181,44,BS,21669
1,49,41,BP,21181,46,BU,21756
1,1077,41,BP,21181,42,BQ,21411
1,2606,41,BP,21181,46,BU,21758
1,2134,31,BF,21241,47,BV,23425
1,1444,31,BF,21241,47,BV,23428
1,158,5,AF,21241,8,AI,21610
1,1449,9,AJ,21301,34,BI,23627
1,1996,9,AJ,21301,43,BR,24796
1,794,9,AJ,21301,43,BR,24793
1,2169,10,AK,21361,43,BR,24808
1,2096,10,AK,21361,43,BR,24804
1,2010,24,AY,21361,44,BS,23605
1,165,10,AK,21421,34,BI,23728
1,2198,1,AB,21421,18,AS,23667
1,2152,25,AZ,21421,44,BS,23601
1,1864,1,AB,21421,34,BI,25258
1,2579,1,AB,21421,18,AS,23676
1,1134,1,AB,21421,18,AS,23609
1,2380,2,AC,21481,47,BV,27040
1,2687,34,BI,21541,47,BV,23342
1,145,2,AC,21661,18,AS,23510
1,660,2,AC,21661,18,AS,23508
1,1007,2,AC,21661,25,AZ,24187
1,1146,2,AC,21661,32,BG,25083
1,452,8,AI,21721,19,AT,22818
1,1420,2,AC,21721,25,AZ,24194
1,851,2,AC,21721,28,BC,24508
1,323,12,AM,21721,30,BE,23214
1,1145,2,AC,21721,32,BG,25062
1,375,2,AC,21721,32,BG,25071
1,2624,12,AM,21781,34,BI,23719
1,817,3,AD,21781,47,BV,27121
1,835,3,AD,21781,42,BQ,26529
1,701,3,AD,21781,42,BQ,26531
1,1102,3,AD,21781,47,BV,27122
1,537,3,AD,21781,47,BV,26859
1,281,36,BK,21841,44,BS,22939
1,1535,36,BK,21841,44,BS,22942
1,6,36,BK,21841,44,BS,22959
1,169,36,BK,21841,44,BS,22958
1,2491,4,AE,21901,30,BE,24754
1,453,4,AE,21901,35,BJ,25524
1,1689,5,AF,22021,34,BI,25264
1,700,5,AF,22021,39,BN,25949
1,102,5,AF,22021,6,AG,22123
1,1922,5,AF,22021,6,AG,22118
1,2114,5,AF,22021,42,BQ,26413
1,919,10,AK,22141,26,BA,23336
1,2454,10,AK,22141,43,BR,25171
1,744,23,AX,22261,27,BB,22735
1,2303,25,AZ,22321,26,BA,22596
1,229,1,AB,22441,43,BR,27210
1,1267,1,AB,22441,43,BR,27218
1,2036,1,AB,22441,12,AM,23870
1,334,1,AB,22441,43,BR,27216
1,674,1,AB,22441,12,AM,23873
1,1762,41,BP,22501,44,BS,22938
1,1383,8,AI,22501,29,BD,24550
1,1090,41,BP,22501,44,BS,22948
1,767,41,BP,22501,47,BV,23351
1,2063,41,BP,22501,47,BV,23355
1,331,41,BP,22501,47,BV,23231
1,46,2,AC,22501,45,BT,27415
1,2657,41,BP,22501,47,BV,23228
1,2091,8,AI,22501,29,BD,24552
1,1715,41,BP,22501,47,BV,23434
1,1967,8,AI,22501,38,BM,25839
1,1375,8,AI,22501,30,BE,24723
1,1997,9,AJ,22501,43,BR,26647
1,2022,14,AO,22561,45,BT,25411
1,1624,2,AC,22621,20,AU,24651
1,980,2,AC,22621,35,BJ,26104
1,1111,2,AC,22621,3,AD,22688
1,144,2,AC,22621,12,AM,23988
1,2124,9,AJ,22621,31,BF,24813
1,673,9,AJ,22621,31,BF,24820
1,1428,9,AJ,22621,34,BI,25288
1,1384,2,AC,22621,20,AU,24648
1,469,10,AK,22681,43,BR,26677
1,221,10,AK,22681,32,BG,25079
1,391,18,AS,22741,48,BW,25798
1,1561,4,AE,22801,27,BB,25240
1,2429,4,AE,22801,44,BS,27255
1,1619,11,AL,22801,12,AM,22991
1,177,11,AL,22801,47,BV,26994
1,65,11,AL,22801,12,AM,23025
1,1663,11,AL,22801,47,BV,26999
1,2610,5,AF,22861,43,BR,27116
1,2185,5,AF,22861,43,BR,27113
1,855,1,AB,23221,38,BM,27375
1,2323,1,AB,23221,34,BI,26735
1,2705,7,AH,23281,44,BS,27345
1,2214,41,BP,23281,46,BU,24039
1,2359,41,BP,23281,46,BU,24041
1,438,41,BP,23281,46,BU,24026
1,12,1,AB,23281,38,BM,27290
1,1538,1,AB,23401,8,AI,24330
1,1593,1,AB,23401,8,AI,24254
1,1579,1,AB,23401,26,BA,25988
1,22,1,AB,23401,12,AM,24722
1,2222,1,AB,23401,41,BP,27751
1,1243,8,AI,23461,29,BD,25397
1,152,1,AB,23461,26,BA,25977
1,1942,3,AD,23521,36,BK,26996
1,1716,10,AK,23641,18,AS,24497
1,665,4,AE,23641,34,BI,26812
1,2003,10,AK,23641,37,BL,26270
1,940,4,AE,23641,34,BI,26769
1,742,10,AK,23701,37,BL,26379
1,527,10,AK,23701,45,BT,27411
1,713,11,AL,23821,47,BV,27548
1,483,11,AL,23821,29,BD,25351
1,1868,11,AL,23821,34,BI,25998
1,396,11,AL,23821,12,AM,23860
1,785,5,AF,23821,33,BH,26670
1,2200,11,AL,23821,42,BQ,27016
1,214,11,AL,23821,47,BV,27551
1,427,38,BM,23941,44,BS,24548
1,1367,12,AM,24001,43,BR,27118
1,2424,7,AH,24061,47,BV,28618
1,128,7,AH,24121,42,BQ,28027
1,2746,7,AH,24121,44,BS,28078
1,26,38,BM,24181,46,BU,25138
1,2324,8,AI,24301,44,BS,28054
1,1987,8,AI,24301,34,BI,26685
1,911,8,AI,24301,12,AM,24782
1,200,8,AI,24301,34,BI,26690
1,1460,35,BJ,24301,46,BU,25497
1,2206,8,AI,24301,42,BQ,28011
1,1692,1,AB,24361,34,BI,27687
1,1496,8,AI,24361,34,BI,26675
1,2442,43,BR,24421,45,BT,24745
1,1378,10,AK,24421,12,AM,24839
1,138,10,AK,24421,32,BG,26466
1,986,43,BR,24421,44,BS,24607
1,1125,2,AC,24541,44,BS,29031
1,708,2,AC,24541,44,BS,29045
1,1952,2,AC,24541,27,BB,27040
1,1965,2,AC,24541,34,BI,27672
1,627,11,AL,24661,34,BI,26693
1,2156,11,AL,24661,34,BI,26683
1,2646,11,AL,24661,34,BI,26685
1,2614,11,AL,24661,26,BA,26050
1,473,11,AL,24661,26,BA,26046
1,443,4,AE,24721,19,AT,26312
1,2281,4,AE,24721,19,AT,26316
1,1706,5,AF,24841,21,AV,26462
1,1350,5,AF,24841,34,BI,27695
1,2405,5,AF,24841,34,BI,27740
1,15,5,AF,24841,47,BV,29429
1,250,43,BR,24841,45,BT,25018
1,968,5,AF,24841,34,BI,27738
1,1236,5,AF,24841,34,BI,27742
1,2567,12,AM,24841,42,BQ,27894
1,846,6,AG,24901,34,BI,27690
1,1990,31,BF,25021,35,BJ,25461
1,2482,31,BF,25021,34,BI,25317
1,139,25,AZ,25021,44,BS,27240
1,457,31,BF,25021,34,BI,25314
1,77,7,AH,25021,31,BF,27423
1,2571,15,AP,25081,44,BS,28259
1,1486,8,AI,25201,44,BS,28988
1,512,8,AI,25201,43,BR,28909
1,327,9,AJ,25261,19,AT,26289
1,1355,9,AJ,25261,19,AT,26293
1,1088,34,BI,25261,36,BK,25636
1,116,10,AK,25381,44,BS,28990
1,1113,11,AL,25441,18,AS,26198
1,2024,11,AL,25441,18,AS,26189
1,2577,11,AL,25441,41,BP,28664
1,1746,11,AL,25441,36,BK,28056
1,886,11,AL,25441,17,AR,26116
1,232,11,AL,25441,36,BK,28060
1,1694,31,BF,25681,32,BG,25728
1,789,2,AC,25681,10,AK,26675
1,1847,2,AC,25681,11,AL,26740
1,1451,2,AC,25681,8,AI,26379
1,1183,2,AC,25741,12,AM,26895
1,2475,2,AC,25741,12,AM,26892
1,105,2,AC,25741,10,AK,26679
1,1548,3,AD,25741,10,AK,26669
1,2385,2,AC,25741,8,AI,26509
1,2349,32,BG,25801,41,BP,26825
1,2316,32,BG,25801,41,BP,26828
1,1546,4,AE,25861,35,BJ,29151
1,151,4,AE,25861,35,BJ,29147
1,2246,38,BM,25861,42,BQ,26482
1,1155,4,AE,25861,7,AH,26294
1,2247,4,AE,25861,7,AH,26294
1,210,4,AE,25861,7,AH,26292
1,2318,38,BM,25861,42,BQ,26480
1,1495,5,AF,26041,12,AM,26898
1,1514,5,AF,26041,43,BR,30259
1,1652,5,AF,26041,8,AI,26353
1,1237,41,BP,26281,47,BV,27117
1,2372,31,BF,26401,33,BH,26636
1,1400,8,AI,26461,48,BW,30861
1,115,1,AB,26461,43,BR,31571
1,915,1,AB,26461,43,BR,31548
1,2559,8,AI,26461,38,BM,29765
1,2353,42,BQ,26521,46,BU,26771
1,1382,2,AC,26701,37,BL,30895
1,937,2,AC,26701,18,AS,28560
1,1327,2,AC,26701,13,AN,28269
1,1718,2,AC,26701,18,AS,28667
1,374,11,AL,26701,40,BO,29846
1,903,25,AZ,26701,35,BJ,27818
1,2605,2,AC,26701,7,AH,27393
1,1633,2,AC,26701,7,AH,27396
1,2463,34,BI,26761,44,BS,28213
1,1181,2,AC,26761,28,BC,29602
1,684,2,AC,26761,28,BC,29591
1,1100,2,AC,26761,28,BC,29588
1,2157,34,BI,26761,44,BS,28215
1,2352,11,AL,26821,42,BQ,30189
1,1164,11,AL,26821,42,BQ,30079
1,1775,11,AL,26821,43,BR,30320
1,1890,11,AL,26821,34,BI,29119
1,1357,4,AE,26941,47,BV,32147
1,2703,4,AE,26941,47,BV,32156
1,1930,4,AE,26941,46,BU,31953
1,355,12,AM,27061,34,BI,29041
1,1031,12,AM,27061,45,BT,30499
1,322,36,BK,27061,44,BS,28205
1,1787,36,BK,27061,44,BS,28216
1,2190,4,AE,27061,19,AT,28710
1,2052,4,AE,27121,7,AH,27362
1,2741,4,AE,27121,22,AW,29009
1,2601,4,AE,27121,19,AT,28711
1,1644,4,AE,27121,8,AI,27519
1,2083,4,AE,27121,7,AH,27358
1,2527,4,AE,27121,42,BQ,31502
1,1635,4,AE,27121,8,AI,27477
1,1268,4,AE,27121,42,BQ,31499
1,950,4,AE,27121,8,AI,27516
1,1342,4,AE,27121,16,AQ,28486
1,2306,37,BL,27241,44,BS,28120
1,1978,15,AP,27361,24,AY,28032
1,1016,7,AH,27361,35,BJ,30580
1,953,15,AP,27361,24,AY,28035
1,2702,7,AH,27361,35,BJ,30584
1,2088,31,BF,27421,46,BU,29205
1,790,8,AI,27481,47,BV,31981
1,338,8,AI,27481,30,BE,29820
1,1370,8,AI,27481,43,BR,31703
1,34,8,AI,27481,46,BU,31866
1,2050,8,AI,27481,30,BE,29818
1,2452,8,AI,27481,34,BI,30497
1,56,8,AI,27481,44,BS,31733
1,161,8,AI,27481,30,BE,29816
1,2408,8,AI,27541,36,BK,30765
1,843,8,AI,27541,34,BI,30500
1,1803,8,AI,27541,36,BK,30763
1,2526,8,AI,27541,34,BI,30410
1,238,8,AI,27541,31,BF,29957
1,1912,1,AB,27601,35,BJ,31863
1,1602,1,AB,27601,28,BC,30885
1,271,1,AB,27601,28,BC,30886
1,108,1,AB,27601,28,BC,30975
1,1272,1,AB,27601,48,BW,33626
1,204,1,AB,27601,28,BC,30909
1,1895,9,AJ,27721,39,BN,31079
1,2102,9,AJ,27721,31,BF,29898
1,716,10,AK,27781,47,BV,31993
1,1277,10,AK,27781,44,BS,31768
1,1726,2,AC,27901,26,BA,30696
1,2729,2,AC,27901,7,AH,28601
1,173,2,AC,27901,21,AV,30204
1,1017,2,AC,27901,19,AT,30016
1,2420,2,AC,27901,19,AT,30066
1,10,2,AC,27901,39,BN,32314
1,2662,2,AC,27901,39,BN,32301
1,969,11,AL,27901,38,BM,31007
1,2373,2,AC,27901,44,BS,33053
1,1497,2,AC,27901,20,AU,30086
1,1780,11,AL,27901,38,BM,31009
1,1889,2,AC,27961,39,BN,32306
1,106,2,AC,27961,19,AT,30049
1,2706,2,AC,27961,38,BM,32294
1,1653,3,AD,28021,43,BR,32951
1,710,24,AY,28021,34,BI,29084
1,2400,3,AD,28021,34,BI,31655
1,2667,3,AD,28021,34,BI,31697
1,852,4,AE,28201,43,BR,32925
1,1544,38,BM,28321,47,BV,29432
1,1671,4,AE,28321,7,AH,28574
1,2585,38,BM,28321,46,BU,29239
1,2019,4,AE,28321,31,BF,31332
1,1348,4,AE,28321,12,AM,29411
1,2625,38,BM,28321,47,BV,29428
1,2622,4,AE,28321,45,BT,33091
1,287,6,AG,28441,48,BW,33628
1,1500,15,AP,28441,31,BF,30120
1,1504,15,AP,28441,31,BF,30122
1,2328,15,AP,28441,31,BF,30118
1,262,1,AB,28561,33,BH,32311
1,2602,1,AB,28621,45,BT,33683
1,1473,7,AH,28681,48,BW,33560
1,2691,7,AH,28681,36,BK,31880
1,1758,19,AT,28741,43,BR,31553
1,2570,19,AT,28741,43,BR,31556
1,1209,31,BF,28741,36,BK,29402
1,880,31,BF,28741,46,BU,30564
1,1160,32,BG,28861,46,BU,30628
1,2562,8,AI,28861,45,BT,33170
1,1923,8,AI,28861,45,BT,33169
1,1466,8,AI,28861,43,BR,32892
1,1005,32,BG,28861,46,BU,30653
1,2516,8,AI,28861,45,BT,33251
1,1410,32,BG,28861,46,BU,30655
1,530,2,AC,28921,33,BH,32365
1,670,2,AC,28921,12,AM,30196
1,491,2,AC,28921,45,BT,33697
1,153,2,AC,28921,7,AH,29611
1,1435,2,AC,28921,33,BH,32125
1,351,2,AC,28921,44,BS,33612
1,1829,2,AC,28921,27,BB,31546
1,33,2,AC,28921,32,BG,32096
1,2462,2,AC,28921,7,AH,29585
1,1824,2,AC,28921,33,BH,32364
1,2468,2,AC,28921,43,BR,33441
1,296,2,AC,28921,44,BS,33600
1,2196,21,AV,28981,32,BG,30164
1,1665,2,AC,28981,32,BG,32093
1,1970,3,AD,29041,8,AI,29658
1,2053,9,AJ,29041,45,BT,33222
1,2627,3,AD,29041,8,AI,29660
1,782,2,AC,29041,33,BH,32260
1,644,9,AJ,29041,48,BW,33619
1,1173,3,AD,29041,19,AT,30809
1,1043,34,BI,29101,45,BT,30486
1,1462,34,BI,29101,46,BU,30561
1,333,4,AE,29101,33,BH,32257
1,167,4,AE,29161,37,BL,32650
1,283,11,AL,29221,26,BA,30804
1,439,11,AL,29221,46,BU,33322
1,1217,11,AL,29221,44,BS,33003
1,904,25,AZ,29221,47,BV,32159
1,1554,5,AF,29221,45,BT,33710
1,1808,11,AL,29221,46,BU,33297
1,2414,5,AF,29221,33,BH,32362
1,405,5,AF,29221,29,BD,31673
1,947,5,AF,29221,12,AM,30099
1,1511,12,AM,29461,43,BR,32856
1,830,12,AM,29461,45,BT,33228
1,675,12,AM,29461,26,BA,30668
1,2037,12,AM,29461,26,BA,30670
1,1596,12,AM,29461,45,BT,33231
1,1917,7,AH,29581,30,BE,31883
1,217,7,AH,29581,33,BH,32274
1,565,7,AH,29581,47,BV,33944
1,23,8,AI,29701,26,BA,31363
1,315,8,AI,29701,19,AT,30844
1,2717,8,AI,29701,12,AM,30281
1,2233,8,AI,29701,19,AT,30842
1,1274,8,AI,29701,12,AM,30283
1,550,8,AI,29701,11,AL,30077
1,2656,8,AI,29701,43,BR,33544
1,190,1,AB,29701,47,BV,35294
1,2645,1,AB,29701,48,BW,35631
1,1790,38,BM,29761,43,BR,30328
1,2393,9,AJ,29821,37,BL,32719
1,2051,17,AR,29821,31,BF,31363
1,2248,2,AC,29881,9,AJ,31073
1,1008,10,AK,29881,29,BD,31641
1,1162,10,AK,29881,26,BA,31411
1,1123,10,AK,29881,30,BE,31974
1,1201,10,AK,29881,33,BH,32353
1,981,2,AC,29881,34,BI,33649
1,213,10,AK,29881,30,BE,31906
1,2676,2,AC,29941,19,AT,32198
1,1153,2,AC,29941,19,AT,32203
1,987,2,AC,29941,44,BS,35046
1,2718,2,AC,29941,19,AT,32194
1,2686,2,AC,29941,37,BL,34019
1,1131,11,AL,30001,30,BE,31979
1,1107,11,AL,30001,28,BC,31562
1,2659,11,AL,30001,16,AQ,30538
1,703,11,AL,30001,38,BM,32855
1,2270,11,AL,30001,30,BE,31976
1,1283,11,AL,30061,12,AM,30151
1,676,31,BF,30061,43,BR,31608
1,2099,31,BF,30061,43,BR,31696
1,620,31,BF,30121,46,BU,31961
1,1015,31,BF,30121,45,BT,31844
1,1045,31,BF,30121,43,BR,31700
1,2148,31,BF,30121,46,BU,31902
1,929,31,BF,30121,34,BI,30480
1,719,31,BF,30121,33,BH,30380
1,816,31,BF,30121,34,BI,30405
1,1408,4,AE,30181,44,BS,35088
1,64,4,AE,30181,44,BS,34974
1,724,4,AE,30181,42,BQ,34875
1,494,12,AM,30241,33,BH,32357
1,2544,12,AM,30241,44,BS,33623
1,2173,12,AM,30241,26,BA,31489
1,602,12,AM,30241,33,BH,32359
1,409,4,AE,30301,11,AL,31529
1,2510,4,AE,30301,21,AV,32418
1,2563,6,AG,30421,44,BS,35258
1,881,44,BS,30421,47,BV,30684
1,1388,34,BI,30481,43,BR,31691
1,1414,6,AG,30481,44,BS,35178
1,2150,24,AY,30541,34,BI,31659
1,1813,25,AZ,30601,45,BT,33123
1,1200,7,AH,30721,8,AI,30978
1,92,36,BK,30721,46,BU,31904
1,2560,7,AH,30721,8,AI,30973
1,1818,7,AH,30781,42,BQ,34943
1,2211,7,AH,30781,42,BQ,34944
1,27,7,AH,30781,34,BI,33737
1,702,1,AB,30841,26,BA,33549
1,308,1,AB,30841,32,BG,34190
1,1001,1,AB,30841,26,BA,33553
1,1722,1,AB,30841,36,BK,34614
1,1354,1,AB,30841,45,BT,35778
1,1105,1,AB,30841,42,BQ,35407
1,2371,1,AB,30841,27,BB,33657
1,1714,8,AI,30961,42,BQ,34927
1,1298,8,AI,30961,30,BE,33215
1,1095,8,AI,30961,42,BQ,34937
1,883,38,BM,30961,45,BT,31810
1,69,8,AI,30961,31,BF,33410
1,532,8,AI,30961,42,BQ,34923
1,2047,8,AI,30961,31,BF,33412
1,2595,2,AC,31021,34,BI,34453
1,871,2,AC,31021,39,BN,35098
1,2752,2,AC,31021,34,BI,34388
1,1467,2,AC,31021,34,BI,34386
1,236,2,AC,31021,44,BS,35654
1,35,2,AC,31021,4,AE,31257
1,1651,2,AC,31021,4,AE,31278
1,2274,3,AD,31141,26,BA,33649
1,1945,11,AL,31321,42,BQ,34936
1,2092,11,AL,31321,42,BQ,34929
1,1171,5,AF,31321,43,BR,35605
1,569,5,AF,31321,35,BJ,34516
1,182,11,AL,31321,18,AS,32064
1,979,11,AL,31321,18,AS,32045
