日期编号,订单编号,上车站序,上车站点名称,上车时间,下车站序,下车站点名称,下车时间
1,324,11,AL,31321,31,BF,33406
1,285,11,AL,31321,42,BQ,34890
1,2733,5,AF,31321,34,BI,34437
1,72,11,AL,31321,48,BW,35620
1,1240,5,AF,31321,43,BR,35598
1,2634,31,BF,31381,37,BL,32168
1,198,31,BF,31381,46,BU,33256
1,181,6,AG,31441,19,AT,32892
1,1117,6,AG,31441,19,AT,32904
1,2201,11,AL,31561,31,BF,33250
1,2632,12,AM,31561,37,BL,34025
1,1884,12,AM,31561,37,BL,34029
1,1081,11,AL,31561,31,BF,33240
1,1680,7,AH,31681,46,BU,35922
1,2369,1,AB,31741,43,BR,36423
1,1777,1,AB,31741,11,AL,33097
1,2515,8,AI,31801,39,BN,34996
1,1307,8,AI,31801,12,AM,32250
1,1409,8,AI,31801,22,AW,33168
1,2528,8,AI,31801,28,BC,33767
1,1776,30,BE,31801,46,BU,33833
1,1282,30,BE,31861,46,BU,33828
1,1567,2,AC,31861,7,AH,32498
1,1782,2,AC,31861,38,BM,35708
1,446,2,AC,31861,11,AL,33145
1,1025,2,AC,31861,8,AI,32672
1,2286,2,AC,31861,6,AG,32409
1,1882,2,AC,31861,6,AG,32413
1,2553,36,BK,31861,43,BR,32855
1,1195,2,AC,31921,3,AD,32012
1,1832,2,AC,31921,30,BE,34694
1,2048,9,AJ,31921,37,BL,34747
1,171,2,AC,31921,29,BD,34597
1,1796,2,AC,31921,21,AV,33981
1,1525,2,AC,31921,7,AH,32490
1,1057,2,AC,31921,43,BR,36432
1,2302,2,AC,31921,7,AH,32587
1,2260,2,AC,31921,7,AH,32589
1,243,2,AC,31921,3,AD,32011
1,231,3,AD,31981,48,BW,37057
1,29,3,AD,31981,47,BV,36766
1,650,3,AD,31981,37,BL,35540
1,884,30,BE,31981,33,BH,32134
1,104,30,BE,31981,33,BH,32331
1,1340,17,AR,31981,31,BF,33501
1,1457,3,AD,31981,48,BW,37067
1,538,11,AL,32101,19,AT,32931
1,17,11,AL,32101,12,AM,32229
1,78,11,AL,32101,12,AM,32226
1,1396,4,AE,32161,12,AM,33340
1,1771,4,AE,32161,43,BR,36404
1,540,11,AL,32161,19,AT,32910
1,1318,19,AT,32221,42,BQ,34924
1,1003,5,AF,32221,11,AL,33205
1,2131,5,AF,32221,26,BA,34349
1,193,5,AF,32221,12,AM,33335
1,1988,19,AT,32221,42,BQ,34915
1,1850,5,AF,32221,25,AZ,34288
1,1256,12,AM,32341,47,BV,36148
1,2548,6,AG,32341,8,AI,32669
1,1810,23,AX,32581,42,BQ,34919
1,800,15,AP,32641,43,BR,35616
1,805,25,AZ,32641,31,BF,33497
1,1142,15,AP,32641,43,BR,35618
1,630,25,AZ,32641,42,BQ,34915
1,2670,25,AZ,32641,31,BF,33514
1,734,8,AI,32701,26,BA,34398
1,187,8,AI,32701,12,AM,33302
1,2229,8,AI,32701,26,BA,34446
1,1222,8,AI,32701,12,AM,33338
1,1760,8,AI,32701,43,BR,36415
1,1763,9,AJ,32821,44,BS,36574
1,983,9,AJ,32821,43,BR,36417
1,1617,10,AK,32881,46,BU,36741
1,498,43,BR,32941,45,BT,33132
1,290,1,AB,33001,42,BQ,38414
1,1365,1,AB,33001,20,AU,35616
1,2171,1,AB,33001,36,BK,37298
1,2476,1,AB,33001,47,BV,39218
1,1667,1,AB,33001,47,BV,38932
1,2427,1,AB,33001,43,BR,38493
1,2113,1,AB,33001,31,BF,36742
1,847,1,AB,33001,3,AD,33523
1,103,1,AB,33001,42,BQ,38245
1,1332,1,AB,33001,47,BV,39232
1,2014,1,AB,33001,47,BV,38891
1,1052,44,BS,33001,48,BW,33613
1,2502,11,AL,33061,46,BU,36750
1,1946,11,AL,33061,30,BE,34743
1,419,11,AL,33121,43,BR,36436
1,2465,11,AL,33121,43,BR,36439
1,1943,11,AL,33121,13,AN,33366
1,559,45,BT,33121,46,BU,33524
1,2038,45,BT,33121,46,BU,33527
1,2522,2,AC,33241,19,AT,35505
1,2282,2,AC,33241,34,BI,37161
1,649,2,AC,33241,34,BI,37255
1,493,2,AC,33241,3,AD,33519
1,2197,2,AC,33241,9,AJ,34449
1,614,2,AC,33241,29,BD,36445
1,677,2,AC,33241,29,BD,36453
1,849,2,AC,33241,34,BI,37114
1,1638,41,BP,33241,47,BV,34013
1,1581,2,AC,33301,19,AT,35506
1,390,12,AM,33301,15,AP,33562
1,330,12,AM,33301,15,AP,33481
1,1743,2,AC,33301,34,BI,37148
1,869,3,AD,33361,45,BT,38760
1,24,3,AD,33361,45,BT,38853
1,998,3,AD,33481,31,BF,36768
1,1082,15,AP,33541,31,BF,34808
1,1323,15,AP,33541,43,BR,36366
1,736,26,BA,33601,43,BR,35585
1,1503,33,BH,33601,44,BS,35079
1,2712,5,AF,33661,22,AW,35969
1,2343,5,AF,33661,17,AR,35357
1,2403,5,AF,33661,22,AW,35967
1,2720,34,BI,33721,42,BQ,34933
1,566,5,AF,33721,12,AM,34761
1,1390,5,AF,33721,31,BF,36703
1,1592,5,AF,33721,15,AP,35272
1,1074,5,AF,33721,15,AP,35269
1,2725,5,AF,33721,17,AR,35379
1,1069,5,AF,33721,8,AI,34182
1,1430,5,AF,33721,8,AI,34131
1,2503,1,AB,33781,46,BU,39348
1,2368,1,AB,33781,47,BV,39413
1,1962,1,AB,33781,9,AJ,35007
1,723,1,AB,33781,47,BV,39633
1,2309,1,AB,33781,44,BS,39130
1,373,19,AT,33841,30,BE,34685
1,637,2,AC,34021,4,AE,34212
1,1601,7,AH,34021,25,AZ,36080
1,2006,2,AC,34021,43,BR,39068
1,1294,2,AC,34021,25,AZ,36614
1,1042,2,AC,34021,4,AE,34218
1,576,2,AC,34021,7,AH,34663
1,900,2,AC,34021,29,BD,36925
1,2736,2,AC,34021,21,AV,36293
1,1385,7,AH,34021,47,BV,39130
1,1795,7,AH,34021,44,BS,38573
1,2697,2,AC,34021,25,AZ,36604
1,1622,2,AC,34021,6,AG,34344
1,328,2,AC,34021,6,AG,34348
1,1290,22,AW,34081,36,BK,35429
1,516,31,BF,34141,43,BR,35609
1,707,4,AE,34141,31,BF,37251
1,245,3,AD,34141,30,BE,37011
1,2440,31,BF,34141,46,BU,35909
1,218,3,AD,34141,47,BV,39420
1,209,3,AD,34141,47,BV,39630
1,810,31,BF,34141,43,BR,35589
1,1273,3,AD,34141,46,BU,39334
1,1736,4,AE,34201,20,AU,36071
1,2487,4,AE,34201,38,BM,38216
1,1147,8,AI,34201,43,BR,38492
1,2575,8,AI,34201,43,BR,38495
1,505,8,AI,34201,37,BL,37507
1,2117,8,AI,34201,31,BF,36670
1,1630,8,AI,34201,37,BL,37516
1,440,8,AI,34201,43,BR,38508
1,798,8,AI,34201,29,BD,36612
1,418,8,AI,34201,32,BG,36837
1,1275,8,AI,34201,34,BI,37004
1,1737,8,AI,34261,42,BQ,38243
1,240,9,AJ,34261,17,AR,35327
1,127,8,AI,34261,29,BD,36634
1,45,25,AZ,34321,43,BR,36421
1,1085,5,AF,34321,7,AH,34577
1,2107,5,AF,34321,10,AK,35092
1,2397,5,AF,34321,47,BV,39638
1,1632,5,AF,34321,43,BR,38993
1,120,25,AZ,34321,43,BR,36417
1,2310,9,AJ,34381,12,AM,34734
1,1434,9,AJ,34381,12,AM,34783
1,1721,9,AJ,34381,36,BK,37391
1,230,9,AJ,34441,42,BQ,38356
1,389,9,AJ,34441,47,BV,38887
1,945,9,AJ,34441,44,BS,38543
1,2072,39,BN,34441,44,BS,35146
1,1287,9,AJ,34441,34,BI,37017
1,619,9,AJ,34441,34,BI,37104
1,773,1,AB,34561,18,AS,36666
1,1614,1,AB,34561,42,BQ,39577
1,87,1,AB,34561,42,BQ,39402
1,2672,1,AB,34561,42,BQ,39408
1,176,1,AB,34561,18,AS,36670
1,2277,11,AL,34621,19,AT,35497
1,1468,11,AL,34621,34,BI,36995
1,2668,11,AL,34621,36,BK,37295
1,1835,7,AH,34681,30,BE,37036
1,741,7,AH,34681,37,BL,38097
1,403,7,AH,34681,43,BR,38981
1,573,7,AH,34681,33,BH,37445
1,2669,7,AH,34681,37,BL,38151
1,1732,7,AH,34681,34,BI,37700
1,1310,7,AH,34681,43,BR,38990
1,2681,7,AH,34681,43,BR,38911
1,1002,2,AC,34861,8,AI,35675
1,122,2,AC,34861,34,BI,38117
1,1502,2,AC,34861,12,AM,36143
1,433,2,AC,34861,8,AI,35674
1,2242,2,AC,34861,4,AE,35057
1,2722,2,AC,34861,32,BG,37920
1,2665,2,AC,34861,12,AM,36140
1,509,2,AC,34861,6,AG,35325
1,2724,2,AC,34861,32,BG,37949
1,720,42,BQ,34921,47,BV,35534
1,1781,42,BQ,34921,47,BV,35509
1,1411,8,AI,34921,44,BS,39121
1,1337,42,BQ,34921,48,BW,35621
1,2466,3,AD,34921,7,AH,35595
1,854,8,AI,34921,30,BE,37107
1,1271,8,AI,34921,35,BJ,37730
1,1172,3,AD,34921,7,AH,35588
1,837,8,AI,34921,35,BJ,37722
1,1112,8,AI,34921,30,BE,37158
1,2012,8,AI,34921,29,BD,36957
1,2238,8,AI,34921,30,BE,37109
1,1711,42,BQ,34921,48,BW,35629
1,481,3,AD,34981,47,BV,39932
1,2481,4,AE,35041,42,BQ,39510
1,2507,9,AJ,35041,12,AM,35481
1,1857,9,AJ,35041,34,BI,37610
1,2541,10,AK,35101,34,BI,37619
1,90,10,AK,35101,34,BI,37698
1,2081,10,AK,35101,36,BK,37922
1,1686,10,AK,35101,47,BV,39636
1,1578,10,AK,35101,27,BB,36818
1,1470,10,AK,35161,21,AV,36165
1,1585,5,AF,35161,24,AY,37123
1,143,14,AO,35161,43,BR,38497
1,632,5,AF,35161,24,AY,37128
1,735,5,AF,35221,24,AY,37190
1,1386,6,AG,35221,8,AI,35687
1,1729,34,BI,35221,37,BL,35572
1,1741,5,AF,35221,40,BO,39114
1,499,1,AB,35341,7,AH,36107
1,1364,11,AL,35341,32,BG,37356
1,2739,1,AB,35341,34,BI,38775
1,2425,11,AL,35341,26,BA,36700
1,1405,17,AR,35401,39,BN,37829
1,110,17,AR,35401,39,BN,37825
1,1685,17,AR,35401,39,BN,37827
1,2165,19,AT,35461,44,BS,38662
1,2266,19,AT,35461,44,BS,38668
1,1407,2,AC,35521,7,AH,36111
1,1526,2,AC,35521,35,BJ,38880
1,61,2,AC,35521,7,AH,35993
1,2280,2,AC,35521,29,BD,38249
1,2477,2,AC,35521,18,AS,37319
1,1734,2,AC,35521,12,AM,36788
1,1230,7,AH,35581,12,AM,36172
1,1446,43,BR,35581,46,BU,35935
1,1611,7,AH,35581,33,BH,38091
1,2675,7,AH,35581,33,BH,38097
1,1555,7,AH,35581,9,AJ,35778
1,2069,3,AD,35641,44,BS,40115
1,1224,8,AI,35641,41,BP,39248
1,826,8,AI,35641,28,BC,37481
1,1690,8,AI,35641,41,BP,39250
1,1452,8,AI,35641,12,AM,36243
1,2362,3,AD,35641,36,BK,39109
1,655,8,AI,35641,20,AU,36835
1,1606,8,AI,35641,20,AU,36834
1,779,21,AV,35701,43,BR,38491
1,2087,21,AV,35701,45,BT,38814
1,1650,21,AV,35701,45,BT,38809
1,1203,9,AJ,35761,36,BK,38446
1,748,5,AF,35821,26,BA,37930
1,570,5,AF,35821,39,BN,39502
1,814,10,AK,35821,12,AM,36278
1,2333,5,AF,35821,20,AU,37479
1,1351,10,AK,35881,13,AN,36376
1,1933,10,AK,35881,16,AQ,36547
1,2167,10,AK,35881,15,AP,36543
1,2538,25,AZ,36001,44,BS,38649
1,1216,10,AK,36001,42,BQ,39406
1,2547,10,AK,36001,39,BN,38796
1,2340,25,AZ,36001,44,BS,38648
1,1454,19,AT,36001,21,AV,36221
1,2471,25,AZ,36001,44,BS,38647
1,1944,10,AK,36001,42,BQ,39285
1,1798,19,AT,36001,22,AW,36226
1,944,1,AB,36181,32,BG,39695
1,1401,1,AB,36181,32,BG,39741
1,2455,21,AV,36181,44,BS,39152
1,1406,12,AM,36241,27,BB,37392
1,2474,1,AB,36241,48,BW,41934
1,2493,8,AI,36301,41,BP,39780
1,83,43,BR,36301,48,BW,37137
1,1698,8,AI,36301,42,BQ,39896
1,2713,8,AI,36301,42,BQ,39892
1,2199,8,AI,36301,42,BQ,39790
1,918,43,BR,36421,47,BV,36808
1,2505,43,BR,36421,47,BV,36953
1,2649,23,AX,36421,43,BR,38968
1,1700,9,AJ,36421,19,AT,37397
1,1556,2,AC,36481,7,AH,37148
1,2533,2,AC,36481,14,AO,38172
1,1084,2,AC,36481,37,BL,40346
1,2232,2,AC,36481,19,AT,38547
1,524,2,AC,36481,21,AV,38695
1,313,2,AC,36481,8,AI,37284
1,1130,2,AC,36481,39,BN,40773
1,2490,2,AC,36481,45,BT,41483
1,1391,2,AC,36481,8,AI,37294
1,1984,2,AC,36481,7,AH,37162
1,2470,2,AC,36481,39,BN,40778
1,2098,2,AC,36481,33,BH,39816
1,2640,2,AC,36481,39,BN,40777
1,1960,2,AC,36481,47,BV,41692
1,957,2,AC,36481,21,AV,38698
1,1255,2,AC,36481,8,AI,37249
1,1461,10,AK,36541,33,BH,38717
1,543,10,AK,36541,47,BV,40510
1,2253,10,AK,36541,33,BH,38667
1,1055,11,AL,36601,46,BU,40313
1,1030,25,AZ,36601,33,BH,37472
1,1973,3,AD,36601,29,BD,39460
1,1672,29,BD,36601,36,BK,37280
1,1198,4,AE,36601,29,BD,39447
1,797,11,AL,36661,46,BU,40341
1,1948,11,AL,36661,31,BF,38414
1,54,11,AL,36661,17,AR,37252
1,179,11,AL,36661,12,AM,36820
1,761,11,AL,36661,26,BA,37896
1,749,11,AL,36661,46,BU,40338
1,1177,31,BF,36721,34,BI,37085
1,1038,31,BF,36721,47,BV,39134
1,2127,31,BF,36721,36,BK,37322
1,860,18,AS,36721,29,BD,37600
1,76,4,AE,36781,36,BK,40257
1,2118,31,BF,36781,33,BH,36969
1,1441,4,AE,36781,36,BK,40261
1,2661,12,AM,36781,32,BG,38578
1,520,4,AE,36781,6,AG,36978
1,1319,4,AE,36781,48,BW,41930
1,2395,4,AE,36781,46,BU,41653
1,2244,1,AB,36841,10,AK,38274
1,2654,5,AF,36841,27,BB,39262
1,215,5,AF,36841,27,BB,39260
1,2383,5,AF,36841,48,BW,41861
1,2176,1,AB,36841,7,AH,37835
1,1902,1,AB,36841,46,BU,42117
1,966,1,AB,36841,7,AH,37675
1,1361,1,AB,36841,7,AH,37680
1,1322,1,AB,36841,33,BH,40540
1,1764,1,AB,36841,24,AY,39582
1,641,5,AF,36841,37,BL,40362
1,1505,5,AF,36841,31,BF,39596
1,1128,1,AB,36841,46,BU,42123
1,1285,1,AB,36841,34,BI,40620
1,1373,6,AG,36961,12,AM,37946
1,705,2,AC,37081,20,AU,39338
1,2261,2,AC,37081,12,AM,38598
1,1194,2,AC,37081,11,AL,38441
1,781,34,BI,37081,47,BV,39127
1,2313,34,BI,37081,43,BR,38489
1,1187,2,AC,37081,12,AM,38642
1,714,2,AC,37081,20,AU,39340
1,451,3,AD,37141,43,BR,41904
1,2568,7,AH,37141,28,BC,39307
1,2537,7,AH,37141,48,BW,41933
1,307,4,AE,37201,16,AQ,38971
1,608,3,AD,37201,16,AQ,38970
1,488,8,AI,37321,12,AM,37872
1,137,8,AI,37321,12,AM,37848
1,1513,8,AI,37321,12,AM,37878
1,924,36,BK,37381,47,BV,38907
1,709,36,BK,37381,42,BQ,38310
1,2643,5,AF,37441,44,BS,41956
1,592,5,AF,37441,12,AM,38677
1,226,5,AF,37441,47,BV,42287
1,2322,37,BL,37501,42,BQ,38396
1,1427,9,AJ,37501,24,AY,38949
1,2174,10,AK,37561,48,BW,41944
1,1067,10,AK,37561,11,AL,37803
1,265,10,AK,37561,27,BB,39270
1,885,10,AK,37561,12,AM,37891
1,305,10,AK,37561,34,BI,39905
1,2149,10,AK,37561,31,BF,39578
1,1963,10,AK,37561,34,BI,39903
1,1443,10,AK,37561,31,BF,39580
1,1247,10,AK,37561,36,BK,40311
1,534,34,BI,37681,43,BR,39055
1,1489,11,AL,37741,32,BG,39683
1,442,11,AL,37741,43,BR,41176
1,2094,11,AL,37741,43,BR,41301
1,1520,11,AL,37741,12,AM,37838
1,2066,11,AL,37741,29,BD,39401
1,425,7,AH,37801,46,BU,42057
1,5,7,AH,37801,46,BU,42059
1,2035,7,AH,37801,46,BU,42095
1,539,39,BN,37861,42,BQ,38342
1,1098,7,AH,37861,34,BI,40647
1,1974,7,AH,37861,31,BF,40225
1,1014,12,AM,37981,25,AZ,39020
1,2660,12,AM,37981,38,BM,40470
1,70,40,BO,37981,42,BQ,38334
1,31,8,AI,38041,32,BG,40381
1,908,8,AI,38041,16,AQ,39001
1,166,8,AI,38041,13,AN,38702
1,1516,8,AI,38041,43,BR,41702
1,1226,8,AI,38041,43,BR,41825
1,1679,13,AN,38101,31,BF,39639
1,2215,9,AJ,38161,36,BK,40892
1,1445,34,BI,38161,42,BQ,39434
1,586,9,AJ,38161,36,BK,40873
1,414,10,AK,38221,36,BK,40894
1,2138,10,AK,38281,37,BL,40913
1,2202,10,AK,38281,46,BU,42092
1,2446,15,AP,38281,30,BE,39525
1,733,10,AK,38281,44,BS,41986
1,922,11,AL,38401,31,BF,40307
1,2363,11,AL,38401,32,BG,40395
1,547,11,AL,38401,32,BG,40389
1,2556,11,AL,38401,39,BN,41188
1,1812,11,AL,38401,37,BL,40929
1,2095,39,BN,38461,46,BU,39261
1,1575,39,BN,38461,46,BU,39259
1,278,18,AS,38521,42,BQ,41071
1,85,31,BF,38521,35,BJ,38918
1,2644,12,AM,38641,43,BR,41900
1,2409,1,AB,38641,42,BQ,43375
1,1447,1,AB,38641,34,BI,42446
1,2103,12,AM,38641,34,BI,40599
1,1019,42,BQ,38761,46,BU,39284
1,2020,42,BQ,38761,46,BU,39282
1,875,2,AC,38881,31,BF,42121
1,1006,2,AC,38881,31,BF,42123
1,927,2,AC,38881,4,AE,39127
1,2382,2,AC,38941,26,BA,41609
1,479,2,AC,38941,26,BA,41613
1,1284,2,AC,38941,37,BL,42816
1,2209,2,AC,38941,31,BF,42071
1,1552,2,AC,38941,37,BL,42812
1,2351,2,AC,38941,12,AM,40368
1,114,2,AC,38941,18,AS,40807
1,1953,2,AC,38941,4,AE,39110
1,699,2,AC,38941,30,BE,41912
1,1114,3,AD,38941,4,AE,39119
1,762,2,AC,38941,43,BR,43595
1,411,2,AC,38941,46,BU,44066
1,2287,2,AC,38941,36,BK,42719
1,2406,2,AC,38941,24,AY,41339
1,1779,2,AC,38941,28,BC,41684
1,133,2,AC,38941,18,AS,40806
1,2586,2,AC,38941,28,BC,41687
1,2428,3,AD,39001,18,AS,40749
1,1137,24,AY,39001,34,BI,39940
1,1306,3,AD,39061,18,AS,40757
1,2378,3,AD,39061,34,BI,42396
1,1707,40,BO,39061,47,BV,39749
1,2065,4,AE,39121,44,BS,43812
1,689,4,AE,39121,44,BS,43811
1,1138,4,AE,39181,45,BT,43861
1,2379,4,AE,39181,45,BT,43901
1,2208,5,AF,39301,22,AW,41148
1,1399,5,AF,39301,30,BE,41958
1,1022,5,AF,39301,42,BQ,43451
1,513,5,AF,39301,34,BI,42443
1,2388,5,AF,39301,22,AW,41139
1,2153,5,AF,39301,35,BJ,42594
1,2569,5,AF,39301,13,AN,40440
1,1577,5,AF,39301,36,BK,42618
1,2520,5,AF,39301,36,BK,42611
1,2376,5,AF,39301,30,BE,41988
1,2756,5,AF,39301,35,BJ,42512
1,2257,5,AF,39301,34,BI,42444
1,1280,38,BM,39361,44,BS,40120
1,1703,1,AB,39361,44,BS,44741
1,1249,6,AG,39421,43,BR,43537
1,228,1,AB,39421,44,BS,44779
1,1697,5,AF,39421,28,BC,41786
1,2187,7,AH,39541,31,BF,42047
1,954,7,AH,39541,27,BB,41651
1,642,7,AH,39541,12,AM,40399
1,2709,7,AH,39541,38,BM,42949
1,973,7,AH,39541,31,BF,42103
1,574,7,AH,39541,31,BF,42035
1,95,2,AC,39661,31,BF,43040
1,1603,2,AC,39661,6,AG,40222
1,1927,2,AC,39661,30,BE,43009
1,2449,2,AC,39661,30,BE,42900
1,2120,2,AC,39661,29,BD,42811
1,2237,2,AC,39661,33,BH,43333
1,2188,2,AC,39661,30,BE,42988
1,2694,2,AC,39661,33,BH,43338
1,125,2,AC,39661,34,BI,43513
1,878,2,AC,39661,7,AH,40455
1,273,2,AC,39661,7,AH,40402
1,715,2,AC,39661,36,BK,43678
1,544,2,AC,39661,28,BC,42713
1,1587,8,AI,39721,36,BK,42715
1,1210,8,AI,39721,46,BU,44077
1,259,2,AC,39721,6,AG,40217
1,1110,8,AI,39721,46,BU,44082
1,967,8,AI,39721,12,AM,40331
1,867,8,AI,39721,43,BR,43740
1,519,8,AI,39721,36,BK,42724
1,1778,8,AI,39721,36,BK,42721
1,1999,8,AI,39721,30,BE,41918
1,933,8,AI,39721,30,BE,41985
1,1157,3,AD,39781,19,AT,41965
1,416,3,AD,39781,35,BJ,43644
1,2293,3,AD,39781,43,BR,44697
1,1539,3,AD,39781,19,AT,41970
1,1834,9,AJ,39901,38,BM,42890
1,345,4,AE,39901,12,AM,41359
1,1591,9,AJ,39901,46,BU,43980
1,2416,34,BI,39961,39,BN,40611
1,255,10,AK,39961,48,BW,44357
1,652,10,AK,39961,46,BU,43983
1,1320,10,AK,39961,47,BV,44241
1,829,34,BI,39961,39,BN,40614
1,1925,10,AK,39961,48,BW,44354
1,982,10,AK,39961,47,BV,44250
1,93,10,AK,39961,47,BV,44255
1,2126,34,BI,39961,47,BV,41681
1,687,10,AK,39961,31,BF,42006
1,2013,34,BI,39961,39,BN,40766
1,2064,10,AK,40021,47,BV,44260
1,996,43,BR,40081,48,BW,40610
1,2441,5,AF,40141,25,AZ,42415
1,2496,11,AL,40141,45,BT,43856
1,2348,5,AF,40141,8,AI,40571
1,1761,5,AF,40141,27,BB,42644
1,1749,5,AF,40141,27,BB,42633
1,647,5,AF,40141,29,BD,42803
1,1241,5,AF,40141,12,AM,41338
1,1807,11,AL,40201,37,BL,42832
1,2121,6,AG,40261,35,BJ,43545
1,672,6,AG,40261,45,BT,44798
1,666,12,AM,40321,34,BI,42404
1,2129,31,BF,40321,48,BW,42350
1,1858,31,BF,40321,36,BK,40846
1,1417,31,BF,40321,48,BW,42345
1,379,31,BF,40321,48,BW,42349
1,2332,31,BF,40321,42,BQ,41527
1,872,31,BF,40321,36,BK,40788
1,965,7,AH,40501,45,BT,44836
1,2473,8,AI,40501,45,BT,44844
1,1288,7,AH,40501,31,BF,43046
1,2693,7,AH,40501,42,BQ,44549
1,913,2,AC,40561,46,BU,46117
1,248,2,AC,40561,34,BI,44597
1,1852,2,AC,40561,12,AM,42201
1,2566,2,AC,40561,26,BA,43620
1,2745,2,AC,40561,21,AV,42969
1,2145,2,AC,40561,26,BA,43605
1,2191,2,AC,40561,11,AL,41853
1,1629,2,AC,40561,47,BV,46429
1,1915,2,AC,40561,33,BH,44489
1,731,2,AC,40561,15,AP,42453
1,2495,2,AC,40561,33,BH,44432
1,2407,2,AC,40561,47,BV,46431
1,531,2,AC,40561,26,BA,43654
1,1664,2,AC,40561,3,AD,40844
1,1586,2,AC,40561,26,BA,43678
1,2444,2,AC,40561,26,BA,43607
1,2700,2,AC,40561,26,BA,43657
1,2011,2,AC,40561,47,BV,46427
1,1748,2,AC,40561,26,BA,43679
1,1819,8,AI,40621,44,BS,44762
1,1269,8,AI,40621,16,AQ,41654
1,356,2,AC,40621,3,AD,40839
1,1725,8,AI,40621,30,BE,42913
1,792,8,AI,40621,37,BL,43829
1,1227,2,AC,40621,8,AI,41446
1,148,8,AI,40621,27,BB,42642
1,2275,2,AC,40621,26,BA,43659
1,2518,34,BI,40621,36,BK,40799
1,759,2,AC,40621,19,AT,42793
1,839,8,AI,40621,18,AS,41804
1,387,8,AI,40621,37,BL,43831
1,201,8,AI,40621,44,BS,44776
1,388,8,AI,40621,12,AM,41343
1,526,8,AI,40621,42,BQ,44440
1,276,8,AI,40621,31,BF,43042
1,2460,8,AI,40621,36,BK,43684
1,2234,3,AD,40681,21,AV,42975
1,63,3,AD,40741,30,BE,43916
1,1911,9,AJ,40741,43,BR,44709
1,320,3,AD,40741,13,AN,42253
1,1929,3,AD,40741,5,AF,40947
1,1356,18,AS,40801,35,BJ,42495
1,19,18,AS,40801,24,AY,41387
1,37,18,AS,40801,24,AY,41385
1,1303,18,AS,40801,26,BA,41399
1,1260,10,AK,40801,29,BD,42804
1,2497,4,AE,40801,33,BH,44483
1,536,18,AS,40801,35,BJ,42504
1,1786,10,AK,40861,42,BQ,44482
1,2105,10,AK,40861,33,BH,43344
1,581,10,AK,40861,39,BN,44059
1,653,10,AK,40861,39,BN,44057
1,2136,1,AB,40921,33,BH,44651
1,2289,1,AB,40921,30,BE,44314
1,896,1,AB,40981,34,BI,44823
1,1204,1,AB,40981,44,BS,46045
1,769,5,AF,41041,11,AL,41865
1,664,5,AF,41041,42,BQ,45606
1,434,5,AF,41041,12,AM,42144
1,1149,5,AF,41041,12,AM,42106
1,786,11,AL,41101,13,AN,41444
1,2637,11,AL,41101,43,BR,44720
1,1992,11,AL,41101,47,BV,45200
1,1640,2,AC,41161,34,BI,44809
1,646,2,AC,41161,48,BW,46627
1,364,2,AC,41161,34,BI,44853
1,1938,2,AC,41161,15,AP,42966
1,1474,2,AC,41161,19,AT,43360
1,1613,2,AC,41161,5,AF,41442
1,2183,2,AC,41161,9,AJ,42162
1,1939,2,AC,41221,34,BI,44810
1,2531,7,AH,41341,26,BA,43674
1,654,7,AH,41341,43,BR,45990
1,1092,12,AM,41341,36,BK,43676
1,2133,12,AM,41341,26,BA,42480
1,1768,12,AM,41341,32,BG,43275
1,815,24,AY,41341,43,BR,43731
1,2049,24,AY,41341,26,BA,41605
1,1677,4,AE,41341,25,AZ,44175
1,2658,7,AH,41341,33,BH,44458
1,2653,24,AY,41341,43,BR,43733
1,1634,4,AE,41341,15,AP,42937
1,1439,24,AY,41341,32,BG,42263
1,2128,24,AY,41341,43,BR,43615
1,1839,4,AE,41401,11,AL,42539
1,2683,7,AH,41401,12,AM,42183
1,1221,4,AE,41401,11,AL,42541
1,1774,7,AH,41401,12,AM,42180
1,1478,7,AH,41401,42,BQ,45629
1,686,4,AE,41401,12,AM,42642
1,2749,8,AI,41521,12,AM,42108
1,897,8,AI,41521,30,BE,44033
1,1527,8,AI,41521,45,BT,46091
1,905,8,AI,41521,46,BU,46223
1,648,8,AI,41521,42,BQ,45635
1,683,8,AI,41521,47,BV,46258
1,1705,8,AI,41521,46,BU,46149
1,2031,8,AI,41521,45,BT,46045
1,1828,8,AI,41521,18,AS,42683
1,728,5,AF,41581,34,BI,44795
1,578,5,AF,41581,8,AI,42130
1,766,5,AF,41581,21,AV,43449
1,504,6,AG,41641,8,AI,42015
1,1329,6,AG,41641,8,AI,42018
1,1205,15,AP,41641,36,BK,43775
1,2194,1,AB,41761,27,BB,44886
1,1695,1,AB,41761,41,BP,46512
1,2619,1,AB,41761,27,BB,44848
1,1949,1,AB,41761,45,BT,47081
1,2391,1,AB,41761,43,BR,46749
1,1233,1,AB,41761,2,AC,42002
1,2641,1,AB,41761,38,BM,46134
1,318,10,AK,41761,43,BR,45695
1,1193,1,AB,41761,27,BB,44855
1,436,1,AB,41761,47,BV,47469
1,1621,1,AB,41761,38,BM,46126
1,2704,1,AB,41761,43,BR,46672
1,219,10,AK,41761,43,BR,45899
1,1646,1,AB,41761,37,BL,45987
1,1163,1,AB,41761,48,BW,47572
1,2084,1,AB,41761,38,BM,46058
1,1900,1,AB,41761,48,BW,47576
1,2747,1,AB,41761,48,BW,47574
1,833,1,AB,41761,43,BR,46747
1,1854,18,AS,41821,43,BR,44564
